,PTT.BK,ADVANC.BK,CPALL.BK,SCC.BK,BDMS.BK,KBANK.BK,AOT.BK,CPF.BK,GULF.BK,MINT.BK
Timestamp,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close
2/6/2014,27.5,213,39.25,416,12.05,168,17.6,28.5,,20.2727293
2/7/2014,28.6,211,39.75,416,11.85,167.5,17.4,28.25,,20.0909111
2/10/2014,28.7,211,39,410,11.8,165.5,17.15,28,,20.4545475
2/11/2014,28.9,209,38.75,414,11.95,166.5,17.25,28,,20.3636384
2/12/2014,29.3,214,38.75,420,12.1,170,17.65,27.25,,20.8181839
2/13/2014,28.9,215,38.5,416,12.2,168,17.6,26,,21.6363658
2/17/2014,29.7,222,39.75,420,12.75,171,18.3,27,,21.5454567
2/18/2014,29.7,219,39.25,418,12.75,169,18.65,26.75,,21.818184
2/19/2014,29.2,217,39.75,412,12.9,168.5,18.8,27,,21.0909112
2/20/2014,28.7,211,39,414,12.5,165,18.3,26.25,,20.8181839
2/21/2014,28.6,210,38.25,416,12.45,166,18.4,27,,21.1818203
2/24/2014,29.1,206,38.25,416,12.35,165,18.25,26.5,,20.8181839
2/25/2014,28.8,207,38.5,414,12.3,166,18.45,27.25,,21.1818203
2/26/2014,28.6,207,38,416,12.6,166.5,18.4,27.25,,21.5454567
2/27/2014,28.7,211,38.75,420,12.75,169.5,18.65,27.5,,21.818184
2/28/2014,29.3,211,39.25,430,12.8,170.5,18.75,27.25,,22.5454568
3/3/2014,30,215,40,432,12.8,172,19.35,27.5,,22.727275
3/4/2014,30.1,215,40.5,428,12.85,173,19.9,27.75,,22.95454775
3/5/2014,30.4,215,41,428,12.9,174.5,19.65,27.75,,22.5454568
3/6/2014,29.6,215,40.5,426,12.8,175,19.35,27.75,,22.6363659
3/7/2014,29.2,213,40.5,434,12.8,175,19.35,28.25,,22.5454568
3/10/2014,29.1,213,40,432,12.8,172,18.85,28,,22.1818204
3/11/2014,30,213,41.75,436,12.9,173,19.3,29.25,,22.727275
3/12/2014,29.5,210,41.75,428,12.85,172,19.3,29.75,,22.4545477
3/13/2014,30,217,42,430,13.3,172,19.65,30,,22.95454775
3/14/2014,29.5,216,42.25,426,13.3,172,19.55,30,,23.40909325
3/17/2014,29.4,220,42.5,424,13.3,173.5,19.7,29.75,,23.40909325
3/18/2014,29.5,219,43.5,420,13.2,175,19.3,29.75,,22.95454775
3/19/2014,29,222,43.25,410,13.35,175.5,19.35,29.5,,22.6363659
3/20/2014,29.3,225,42.75,414,13.4,173.5,19.3,28,,22.2727295
3/21/2014,29.2,226,43.25,418,13.5,171.5,19.25,28.75,,22.5454568
3/24/2014,28.7,226,43.5,412,13.5,170.5,18.8,27.75,,22.2727295
3/25/2014,29.5,225,43,416,13.05,171,19.05,28,,22.3636386
3/26/2014,29.5,228,42.75,414,13.1,172.5,19.4,27.75,,22.4545477
3/27/2014,29.9,227,42,418,13.15,171,19.05,27.75,,22.1818204
3/28/2014,29.9,223,42.75,420,13.25,174.5,19.2,28.25,,22.1818204
3/31/2014,29.9,226,43.5,418,13.3,178,19.4,28,,22.5454568
4/1/2014,30.2,229,43.75,418,13.4,180,19.35,28,,22.95454775
4/2/2014,30.7,229,44,422,13.35,183.5,19.75,28,,22.727275
4/3/2014,30.8,223,44.5,422,13.35,181.5,19.8,27.75,,22.5454568
4/4/2014,30.6,224,44.5,428,13.3,184.5,19.5,28,,22.2727295
4/8/2014,30.2,221,43.75,420,13.1,182,19,27.75,,22.3636386
4/9/2014,30.4,220,44,426,13.2,184.5,19.1,27.75,,22.2727295
4/10/2014,30.7,222,44,426,13.25,185,19.2,27.5,,22.95454775
4/11/2014,30.7,225,44,426,13.25,181,19.5,27.75,,22.95454775
4/16/2014,31.5,229,43.5,428,13.35,183,19.45,28.25,,22.727275
4/17/2014,31.2,237,44.75,426,13.2,188,19.4,27.75,,22.2727295
4/18/2014,31.1,240,44.5,426,13.2,188,19.2,28,,22.2727295
4/21/2014,31,242,44.5,426,13.2,190.5,19.25,28,,22.727275
4/22/2014,30.7,242,44,434,13.2,194,19.3,28,,22.4545477
4/23/2014,30.8,238,43.75,448,13.9,196.5,19.75,27.75,,22.2727295
4/24/2014,30.9,244,44,446,14.2,191.5,19.65,27.5,,22.4545477
4/25/2014,30.7,242,43.75,432,13.9,186.5,19.45,26.75,,22.2727295
4/28/2014,30.6,243,42.5,440,13.9,189.5,19.35,26.5,,22.1818204
4/29/2014,30.3,245,42.75,442,14.3,191,19.55,26.75,,22.4545477
4/30/2014,31.3,242,42,434,14.8,191.5,19.5,27,,22.3636386
5/2/2014,30.9,245,43.5,426,15.5,192,19.7,26.75,,22.4545477
5/6/2014,30.9,239,43,422,15,192.5,19.4,26,,22.0000022
5/7/2014,31,236,43.75,422,15.2,191.5,19.25,25.75,,21.9090931
5/8/2014,30.5,229,43,420,14.9,187.5,19,25.25,,21.6363658
5/9/2014,30.4,232,42.5,422,14.9,189,19.15,25.5,,21.7272749
5/12/2014,30.1,232,42.25,418,15.1,188,19,25.25,,22.0909113
5/14/2014,30.4,242,42.25,418,15.4,192,19.15,25.25,,22.3636386
5/15/2014,30.3,238,42.75,416,15.5,193,19.3,26,,22.3636386
5/16/2014,30.5,241,43.75,418,15.5,195,19.55,27,,22.6363659
5/19/2014,30.8,243,44,414,15.6,195.5,19.5,27.75,,22.727275
5/20/2014,30.5,236,43.5,406,15.2,191,18.8,27.75,,22.2727295
5/21/2014,31,237,43.5,408,15.3,190.5,19,28,,22.6363659
5/22/2014,30.8,236,43.75,410,15.4,192,19,28,,23.40909325
5/23/2014,30.4,233,43.5,410,15.4,189,18.55,27.75,,23.1818205
5/26/2014,29.6,231,43.5,412,15.2,184,18.1,28,,22.4545477
5/27/2014,29.4,227,44.75,408,15.2,187.5,18.05,27.75,,22.4545477
5/28/2014,29.5,228,45,414,15.8,189.5,18.4,27.5,,22.6363659
5/29/2014,29.3,231,45.75,416,16.4,188.5,18.35,28,,22.6363659
5/30/2014,29.4,229,45.5,418,16.6,187.5,18.75,27.75,,23.636366
6/2/2014,29.8,236,46,434,16.5,193.5,19.05,28,,23.636366
6/3/2014,30.2,240,46,434,16.4,199,19.45,29.25,,24.31818425
6/4/2014,30.1,240,46,432,16.6,195.5,19.5,29,,23.636366
6/5/2014,29.7,240,45.5,430,16.9,197.5,19.5,28.75,,24.545457
6/6/2014,29.8,240,45.25,436,16.7,198,19.55,29,,24.0909115
6/9/2014,29.5,239,45.25,440,16.7,199.5,19.6,28.5,,24.77272975
6/10/2014,29.8,232,46,446,16.7,207,19.75,28.25,,25.22727525
6/11/2014,29.9,226,46,442,16.7,204,19.6,28.25,,25.0000025
6/12/2014,29.4,227,45,440,16.6,201,19.75,28,,25.22727525
6/13/2014,29.2,223,45.5,444,16.5,202,19.95,27,,25.9090935
6/16/2014,29.8,229,46.25,452,16.6,203,19.9,27,,26.13636625
6/17/2014,29.9,222,47.5,454,16.6,200,19.95,27,,25.9090935
6/18/2014,29.5,215,47.25,444,16.1,199.5,19.4,27.5,,25.454548
6/19/2014,29.7,216,48,442,16.5,202,19.9,27,,26.13636625
6/20/2014,29.8,214,48,444,16.6,204,20.3,27.5,,25.454548
6/23/2014,30.1,215,48,448,16.8,202,20,26.75,,25.68182075
6/24/2014,29.7,212,48.25,446,16.7,202,19.9,26.25,,25.454548
6/25/2014,30,215,48,448,16.6,204,19.95,26.75,,25.22727525
6/26/2014,30.8,221,47.75,448,16.7,205,19.8,26.5,,25.9090935
6/27/2014,31.2,221,48,450,16.5,204,19.85,26.75,,26.59091175
6/30/2014,31.8,220,48,452,16.7,204,19.85,27.25,,26.59091175
7/2/2014,31.9,218,46.5,462,16.4,210,19.7,26.5,,27.04545725
7/3/2014,31.9,216,46.75,468,16.2,212,19.7,26.75,,27.7272755
7/4/2014,31.9,216,46.5,468,16.2,212,19.55,27.25,,28.86363925
7/7/2014,32.6,219,46.5,478,16.1,215,19.45,27.25,,27.7272755
7/8/2014,32.1,224,47,472,16,216,19.75,27.75,,27.95454825
7/9/2014,32.2,225,47,462,16.3,212,19.6,27.75,,28.6363665
7/10/2014,32.6,225,47,464,16.2,213,20,27.5,,29.77273025
7/14/2014,32.6,225,47.5,466,16.3,217,19.85,27.75,,30.000003
7/15/2014,32.4,222,47.25,468,16.1,214,20.1,27.75,,29.5454575
7/16/2014,32.4,224,47.75,462,16.4,212,20.8,27.5,,29.090912
7/17/2014,33,226,47.75,448,16.8,212,21,27.5,,28.6363665
7/18/2014,33.1,215,47.5,448,16.4,216,21.8,27.5,,28.86363925
7/21/2014,33.5,214,47.25,454,16.2,216,22.9,27.5,,30.4545485
7/22/2014,33.1,206,46,454,16,214,22.1,27.5,,30.22727575
7/23/2014,33.3,207,47,464,16.5,215,22.6,28.25,,31.13636675
7/24/2014,33.4,207,46.75,462,16.7,215,22.2,28.75,,30.68182125
7/25/2014,33.4,205,47.25,464,17.4,211,21.7,27.75,,31.818185
7/28/2014,32.9,204,47.75,460,17.6,210,21.6,27.75,,31.3636395
7/29/2014,33.1,202,47.5,458,17.2,203,21.4,27.5,,30.4545485
7/30/2014,32.6,206,46.75,452,16.9,207,21.9,26.75,,30.22727575
7/31/2014,31.9,208,46.25,434,17,209,21.4,26.75,,29.31818475
8/1/2014,31.4,209,46.5,432,17.2,211,21.5,27,,28.86363925
8/4/2014,32.3,212,47.25,430,17.6,214,21.5,28,,28.6363665
8/5/2014,32.8,215,47.25,440,18.1,215,21.6,28.25,,30.000003
8/6/2014,32.5,216,46.75,436,18,215,21.3,28.75,,28.86363925
8/7/2014,32.6,213,46.75,432,17.8,218,21.9,29,,30.000003
8/8/2014,32.2,213,46,428,18,218,22,29,,29.090912
8/13/2014,33.1,211,46.5,440,18.8,226,21.9,29,,30.4545485
8/14/2014,33.2,208,46,442,18.4,228,21.4,29,,29.77273025
8/15/2014,33.5,209,45.75,442,18.3,226,21.6,28.75,,30.000003
8/18/2014,33.4,206,45.75,442,18.1,224,21.8,29,,29.77273025
8/19/2014,33.4,206,45.75,440,18.1,223,21.8,30,,29.77273025
8/20/2014,33.6,208,45.5,442,18.2,225,22.4,29.75,,30.22727575
8/21/2014,33.6,207,45.75,440,18.3,222,22.1,29.5,,30.68182125
8/22/2014,33.6,209,45.75,436,18.5,222,22.8,29.5,,30.68182125
8/25/2014,33.4,208,46.5,438,18.8,223,23.7,29.5,,32.04545775
8/26/2014,33.3,206,47,434,18.9,222,23.5,29.25,,31.59091225
8/27/2014,33,207,47.75,440,19.3,226,23.5,29.25,,32.04545775
8/28/2014,32.1,206,47.5,438,19.5,225,23.6,29.25,,31.59091225
8/29/2014,32.1,209,47.5,440,19.5,225,23.7,29.5,,32.04545775
9/1/2014,31.9,206,47.25,436,19.4,227,23.9,30.5,,33.1818215
9/2/2014,32,207,46.5,438,19.5,228,23.7,30.75,,32.95454875
9/3/2014,32.7,209,46.75,442,19.7,230,24.5,31.75,,33.1818215
9/4/2014,33.1,208,46.5,438,19.5,236,24,31.25,,32.50000325
9/5/2014,33.1,207,46.25,448,19.4,240,24.1,31.25,,32.2727305
9/8/2014,33.4,206,45.75,462,18.9,242,23.8,30.5,,31.59091225
9/9/2014,34.8,207,45.5,456,18.6,236,23.6,30.25,,31.818185
9/10/2014,35,209,45.5,462,18.3,234,23.3,30.75,,31.3636395
9/11/2014,35.6,214,45.5,456,18.3,228,23.9,31.25,,30.68182125
9/12/2014,35.4,212,45.25,454,18.8,227,24.1,31,,31.13636675
9/15/2014,35.2,212,45.5,452,18.7,228,23.8,31,,31.3636395
9/16/2014,35.2,210,44.75,450,18.3,224,23.6,31.25,,31.13636675
9/17/2014,35,211,44.75,458,18.4,228,23.5,31.5,,31.13636675
9/18/2014,35,213,44.75,456,18.8,235,23.8,31.25,,31.818185
9/19/2014,35.4,213,44.75,456,18.7,235,23.9,31.25,,31.818185
9/22/2014,35.8,217,45,454,19,234,24.2,31.5,,32.2727305
9/23/2014,35.9,224,45,452,18.8,232,24.4,31.25,,32.04545775
9/24/2014,35.3,226,45.25,446,18.8,233,24.4,31,,31.818185
9/25/2014,35.2,223,45.25,448,18.8,234,24.5,30.75,,32.04545775
9/26/2014,35.7,226,45.5,450,18.7,236,24.3,31,,33.1818215
9/29/2014,35.3,223,45,446,18.5,234,24.2,30.25,,33.40909425
9/30/2014,36,225,44.75,450,18.5,235,23.9,30.25,,33.636367
10/1/2014,36.6,225,44.75,452,18.3,235,23.8,30.5,,33.636367
10/2/2014,36.9,222,43.5,448,18.2,236,23.6,30.75,,33.1818215
10/3/2014,36.4,224,43.25,446,18.3,229,23.7,30.5,,34.545458
10/6/2014,37,222,43.25,444,18,220,22.9,30.25,,33.1818215
10/7/2014,36.7,220,43.75,438,17.8,223,22.7,30.25,,33.636367
10/8/2014,36.8,220,43.5,436,17.9,225,22.4,32.25,,32.95454875
10/9/2014,37.5,226,44.25,438,18.1,230,22.3,31.75,,33.636367
10/10/2014,36.4,224,44,438,18,228,21.9,32,,33.86363975
10/13/2014,35.2,225,43.75,432,18,224,22,32,,33.40909425
10/14/2014,35.6,226,43.75,434,17.9,224,22.5,32.25,,32.95454875
10/15/2014,35.1,227,43.75,434,18.3,224,22.6,33,,32.727276
10/16/2014,34.5,224,43.75,430,18.1,222,22,32.75,,30.909094
10/17/2014,35.4,224,43.75,432,18,223,22,31.5,,30.68182125
10/20/2014,35.1,226,43.75,430,17.9,231,22.4,30.5,,30.000003
10/21/2014,35.3,223,43.5,432,18.5,232,22.8,31.25,,30.4545485
10/22/2014,35.2,228,43.5,432,18.5,232,22.9,31.25,,31.13636675
10/24/2014,35.2,228,44.25,434,18.5,235,23.6,31.25,,31.3636395
10/27/2014,35.5,232,44,436,18.3,237,23.3,30.5,,31.3636395
10/28/2014,35.5,238,44.5,432,18.2,238,24.2,30.75,,31.13636675
10/29/2014,35.4,233,44.75,434,18.2,238,24,31,,31.3636395
10/30/2014,35.4,235,45.25,442,18.1,233,24,31,,31.3636395
10/31/2014,36.8,239,45.5,450,18.5,236,24.2,31.25,,31.59091225
11/3/2014,36.2,238,45.75,452,18.6,232,24.1,31,,31.13636675
11/4/2014,36.8,239,45.25,452,18.8,233,24.6,31,,30.4545485
11/5/2014,36.8,239,45,446,18.6,233,24.6,30.5,,30.22727575
11/6/2014,38.1,239,44.5,444,18.7,234,24.5,29.75,,29.5454575
11/7/2014,39.1,233,42.5,446,18.3,235,24.4,28.75,,29.31818475
11/10/2014,37.9,230,42.25,442,18.4,236,24.1,28.75,,29.31818475
11/11/2014,38,236,43,444,18.3,237,24.4,29.25,,30.000003
11/12/2014,38.2,233,42.75,444,18.3,237,24.3,29.25,,30.68182125
11/13/2014,39.3,239,43.25,446,18.4,238,25,29.5,,30.4545485
11/14/2014,38.8,237,43.5,448,18.2,237,24.7,29.75,,30.4545485
11/17/2014,38.4,235,43.5,448,18.3,238,24.5,29.5,,30.22727575
11/18/2014,38.7,239,43.5,452,18.2,239,25,29,,30.4545485
11/19/2014,38.6,237,43,448,18.1,244,25.1,28.5,,30.4545485
11/20/2014,38.4,236,42,446,18,243,25.5,27.75,,30.909094
11/21/2014,38.7,237,42.75,448,18,250,26.4,28.5,,30.68182125
11/24/2014,38.8,238,42.75,456,18.3,249,26.4,28.75,,30.68182125
11/25/2014,39.7,239,43.5,454,18.5,249,26.2,28.75,,31.3636395
11/26/2014,39.4,239,43.25,460,18.4,246,26.1,28.5,,32.04545775
11/27/2014,39,240,44,466,18.7,249,27.1,28.25,,33.1818215
11/28/2014,38.3,238,44,472,18.5,247,27.8,28.25,,32.50000325
12/1/2014,36.4,240,44,468,18.7,249,28.4,28.5,,33.1818215
12/2/2014,36.6,240,43.75,470,18.6,247,28.5,28.25,,33.40909425
12/3/2014,36.8,244,43.5,470,18.6,241,28.8,28.5,,33.40909425
12/4/2014,37.3,248,43.25,472,18.3,242,29.5,28.5,,34.545458
12/8/2014,36.7,250,42.75,468,18.3,239,28.5,28,,33.636367
12/9/2014,34.5,245,42.25,462,18.2,242,28.5,27.75,,33.40909425
12/11/2014,33.3,244,41.5,460,18,236,28.2,27.75,,32.04545775
12/12/2014,33,239,40.75,464,17.9,236,27.8,27.5,,31.59091225
12/15/2014,31.4,237,40,466,17.8,238,28,26.25,,30.68182125
12/16/2014,30.3,240,39.25,456,17.6,228,27.4,26,,30.68182125
12/17/2014,31.5,242,39.5,448,17.9,226,26.6,27,,31.13636675
12/18/2014,33.5,245,41,454,18,233,27.8,28.5,,32.04545775
12/19/2014,33,245,41.25,458,17.8,232,27.7,27.5,,31.818185
12/22/2014,34.4,250,41.75,470,17.8,233,28.5,28.25,,31.3636395
12/23/2014,33.7,250,41.5,468,17.7,234,28.2,27.75,,30.68182125
12/24/2014,33.7,253,41.5,468,17.4,231,27.9,27.5,,30.22727575
12/25/2014,32.8,248,40.75,462,17.4,229,27.6,27.25,,30.4545485
12/26/2014,33,251,41.75,462,17.6,230,27.8,27.75,,30.000003
12/29/2014,32.6,249,40.75,460,17.5,229,27.7,27.5,,29.090912
12/30/2014,32.4,251,42.5,448,17.2,229,28.2,27.25,,29.5454575
1/5/2015,31.5,249,42.5,450,18,220,27.3,27.25,,28.86363925
1/6/2015,32.3,247,42.25,442,17.8,214,27.2,26.5,,27.7272755
1/7/2015,33.4,253,43.25,442,17.9,218,28.3,26.75,,28.181821
1/8/2015,34,250,43.25,448,18.6,228,28.9,26.75,,29.31818475
1/9/2015,33.8,248,42.25,454,18.3,229,29.1,27,,29.5454575
1/12/2015,33.3,247,42.75,454,18.3,227,29.1,27,,28.86363925
1/13/2015,32.8,246,43,458,18.7,226,29,27,,29.77273025
1/14/2015,32.2,244,42.75,454,18.4,224,28.4,26.25,,30.22727575
1/15/2015,31.9,241,43,454,18.5,226,28.9,26.25,,31.13636675
1/16/2015,32.2,240,43,456,18.7,225,28.9,26.25,,30.68182125
1/19/2015,33.3,247,43,460,18.9,224,29,26,,30.909094
1/20/2015,33.5,249,41.5,456,18.5,222,29,26,,30.909094
1/21/2015,33,249,42,452,18.4,222,29,25.5,,30.4545485
1/22/2015,34.1,251,42.25,464,18.4,228,29.5,25.25,,30.909094
1/23/2015,34.8,254,42.5,468,18.7,235,31,25,,31.818185
1/26/2015,34.5,252,42,470,18.7,232,31.4,25.25,,30.909094
1/27/2015,35,255,41.75,472,18.9,232,31.3,25.25,,31.3636395
1/28/2015,34.9,251,41.25,480,18.9,232,31.1,25.25,,31.818185
1/29/2015,35,251,41.25,484,18.9,226,30.9,25.25,,32.2727305
1/30/2015,34.6,245,41.5,496,18.6,222,32.4,25.25,,32.95454875
2/2/2015,35.5,246,41.75,486,18.6,221,32.4,24.9,,32.2727305
2/3/2015,37,249,42.25,480,18.7,226,32.2,24.8,,32.04545775
2/4/2015,37.8,247,42.25,490,19.1,224,31.4,25.5,,32.50000325
2/5/2015,37.4,248,42,498,19.6,227,31.6,25.25,,32.04545775
2/6/2015,37.7,247,42,502,20.2,225,32,25,,31.59091225
2/9/2015,36.6,246,41.5,494,20.6,222,31.4,24.8,,30.4545485
2/10/2015,36.1,244,41.25,488,20.5,223,31.5,25.25,,30.22727575
2/11/2015,35.7,243,41.25,504,20.4,227,31.9,25,,30.909094
2/12/2015,35.9,248,41.75,504,20.9,225,31.6,24.9,,30.68182125
2/13/2015,36.9,248,41.5,498,20.6,225,31.2,24.7,,30.22727575
2/16/2015,36.2,243,41,510,20.3,224,31.2,24.5,,30.22727575
2/17/2015,35.4,240,40.75,502,20.2,221,30.7,24.5,,30.4545485
2/18/2015,35.6,241,41,506,20.8,222,31.3,24.6,,30.68182125
2/19/2015,34.5,240,40,530,20.6,222,30.7,24.6,,30.68182125
2/20/2015,34.5,238,40.25,538,21.1,220,31.1,25,,30.68182125
2/23/2015,33.8,239,40.5,526,21.3,217,30.7,25.25,,31.59091225
2/24/2015,34.1,237,40.5,534,21.1,221,30.6,24.7,,32.727276
2/25/2015,33.8,227,40.5,530,20.9,219,30.4,24.3,,31.818185
2/26/2015,34.5,230,40.75,532,21.3,216,31.4,24.5,,31.818185
2/27/2015,34.3,233,40,524,21.5,217,30.9,23.9,,30.909094
3/2/2015,35,231,39.5,532,21.4,218,30.3,23.1,,31.59091225
3/3/2015,34,234,39.5,534,21.1,223,29.7,22.9,,30.909094
3/5/2015,33.2,235,39.5,532,20.8,228,29.3,22.2,,30.909094
3/6/2015,32.9,239,39.5,530,21.4,229,30.1,22.5,,31.13636675
3/9/2015,33.2,234,38,528,20.9,228,29.7,22,,31.3636395
3/10/2015,33,231,38.25,514,20.5,224,29.5,21.7,,31.13636675
3/11/2015,33,233,39,528,20.7,227,29.7,21.7,,30.909094
3/12/2015,32.7,233,38.75,524,20.5,225,29.6,22,,30.68182125
3/13/2015,32.4,241,39,528,20.5,224,29.5,22.5,,30.909094
3/16/2015,31.7,240,38.5,512,20.1,221,29.4,21.7,,30.4545485
3/17/2015,31.9,249,38.25,512,20.3,221,29.1,21.3,,30.22727575
3/18/2015,32.6,248,38.25,522,20.9,226,29.8,21.4,,30.68182125
3/19/2015,32.7,251,38.25,520,20.8,230,29.9,21.9,,31.3636395
3/20/2015,32.2,249,38.25,526,20.9,228,29.7,21.3,,32.50000325
3/23/2015,32.6,247,38.25,534,20.3,227,30.3,21.4,,32.2727305
3/24/2015,33.1,247,38,530,20.4,225,29.8,21.5,,31.3636395
3/25/2015,32.5,243,38,534,20.5,226,30.1,21.4,,31.3636395
3/26/2015,32.6,237,37.5,516,20.2,224,29.5,21.4,,31.13636675
3/27/2015,32.5,235,38,522,19.8,226,29.3,21.5,,31.59091225
3/30/2015,32.1,238,40,516,20,227,28,21.8,,30.909094
3/31/2015,32.3,237,41,512,19.7,229,28,22.5,,31.818185
4/1/2015,32.4,241,41.75,510,20.3,230,29.1,22.8,,32.04545775
4/2/2015,32.8,246,40,518,20.5,231,29.3,22.3,,31.59091225
4/3/2015,33,245,40.25,516,20.5,231,29.2,22.5,,31.818185
4/7/2015,34.1,242,42,524,20.5,233,29.1,23.2,,31.818185
4/8/2015,34,243,42,516,20,234,29.2,23.4,,32.50000325
4/9/2015,33.2,241,42.25,512,19.9,233,29.3,23.4,,32.50000325
4/10/2015,33.4,243,42.75,522,20.3,234,29.3,23.2,,32.04545775
4/16/2015,35.5,246,42.75,530,20.3,234,30,23.9,,32.50000325
4/17/2015,36.1,243,42,524,20.1,234,29.2,23.9,,33
4/20/2015,35.2,241,42.5,524,20.3,233,29.4,24.1,,33
4/21/2015,35.4,245,42.75,536,20.2,232,29.2,24.5,,32.5
4/22/2015,34.6,243,42.25,528,20,226,29.1,23.6,,32.25
4/23/2015,34.5,243,43.25,534,20.1,221,29.1,23.8,,32.5
4/24/2015,35.6,245,44,540,20.5,223,29.5,23.5,,33.25
4/27/2015,36.2,240,43.25,548,20.1,216,29.2,23.5,,33.5
4/28/2015,36.2,238,42.75,548,20.3,210,29.1,22.4,,32.5
4/29/2015,35.3,239,41.75,536,20.4,210,28.9,22.1,,33
4/30/2015,35.6,240,42,538,20.2,210,29,22.3,,33
5/6/2015,36.2,242,42.25,542,19.9,201,29.2,22.5,,32
5/7/2015,35.9,237,41.75,540,19.8,202,28.8,22.3,,31
5/8/2015,35.9,238,42.75,548,20,208,28.8,22.4,,31.5
5/11/2015,35.4,238,43,538,20,211,28.9,22.2,,31
5/12/2015,34.5,239,42.5,526,19.8,208,28.8,21.8,,31.75
5/13/2015,35.4,236,44.5,534,20.1,208,28.9,23.2,,31.5
5/14/2015,35.2,237,44.75,522,20,207,28.7,23.6,,30.25
5/15/2015,36.1,236,46,528,20.3,208,28.8,23.5,,29.75
5/18/2015,36,237,45.5,528,20.4,206,28.6,24.2,,30.5
5/19/2015,36.8,237,45.5,536,20.5,208,29.9,25,,31
5/20/2015,36.1,233,46.75,544,20.5,201,30.1,25,,30.5
5/21/2015,36.5,235,47,548,20.6,199.5,30.6,25,,30.5
5/22/2015,36.1,240,47.25,544,20.3,200,30.3,24.9,,30.75
5/25/2015,36.1,235,46.25,536,20,199.5,29.4,24.8,,30.75
5/26/2015,36,234,45.75,536,19.6,199.5,29.2,24.2,,30.25
5/27/2015,35.5,235,45.75,536,19.2,197.5,29.8,24.3,,30.25
5/28/2015,35,236,45.75,534,19.3,196,29.6,24.3,,30.25
5/29/2015,34.7,234,45.75,528,19.3,195,29.8,24.5,,30.5
6/2/2015,34.2,233,44.75,518,19.1,192.5,30.2,23.8,,30
6/3/2015,34,232,45,520,19.1,195,30,24.2,,29.5
6/4/2015,33.7,234,46.25,520,19,199,30.3,24.3,,30
6/5/2015,34.6,236,46,532,19.6,203,30.8,24.3,,30.5
6/8/2015,34.4,236,46,532,19.6,202,30.8,24.5,,30.25
6/9/2015,33.7,233,45.5,522,19.2,200,31,23.7,,29.5
6/10/2015,34.4,233,46,522,19.5,200,31.5,24,,30
6/11/2015,34.3,234,47,522,19.3,205,31.4,23.8,,30
6/12/2015,33.9,233,46.75,518,19.5,204,31,23.2,,30.25
6/15/2015,34,232,46.25,514,19.4,200,30.9,23,,30
6/16/2015,34.6,232,46.25,520,19.2,200,31.3,23,,30
6/17/2015,35.5,234,46.5,526,19.4,199,31.7,23.6,,30.5
6/18/2015,35.5,232,46.25,526,19.4,200,30.7,23.3,,30
6/19/2015,35.4,231,45,520,19,197,29,23.1,,28
6/22/2015,35.6,230,46.25,522,19.1,200,29.6,23.4,,29
6/23/2015,35.7,231,45.75,520,19.1,199.5,29.6,23.3,,29.5
6/24/2015,36.2,234,46,524,19.2,199,30.5,23.4,,29.75
6/25/2015,36.7,236,45.75,522,19.1,198.5,30,24.4,,30
6/26/2015,36.4,236,46,522,19.5,200,30.6,24.2,,29.75
6/29/2015,36.3,237,46,518,19.6,195.5,30.4,24,,30
6/30/2015,35.9,240,46.25,520,19.7,189,30.3,24,,30
7/2/2015,35.6,239,46.75,522,19.7,179,30.7,23.8,,30.25
7/3/2015,35.4,238,46,520,19.8,180.5,31,23.2,,30
7/6/2015,34.7,239,45.75,516,19.8,179,30.6,22.6,,30
7/7/2015,34.9,243,45.75,516,20.2,182,30.7,22.6,,29.75
7/8/2015,34,243,45.5,508,20.1,181.5,30.3,22.2,,29.5
7/9/2015,33.8,245,45.75,510,20.7,183,30.5,22.5,,29.5
7/10/2015,34.1,242,46.5,512,20.6,187,30.9,22.5,,30
7/13/2015,33.8,240,46.5,512,20.8,191.5,31.1,22.4,,30
7/14/2015,33.8,241,46.25,510,21,189.5,31.1,22.4,,29.75
7/15/2015,33.8,243,46.75,510,20.8,190,30.4,22.3,,29.5
7/16/2015,33.9,247,46.75,514,20.6,189,29.7,22,,29.25
7/17/2015,33.4,252,46.25,514,20.8,189,29.8,22,,29.5
7/20/2015,33,250,45.75,512,20.7,188,29.4,21.9,,29
7/21/2015,32.2,250,45.75,510,20.6,181.5,29.2,21.7,,28.5
7/22/2015,31.4,251,46,516,20.4,182,29.4,21.2,,29.5
7/23/2015,31.9,248,46.5,520,20.2,181,29.5,21.2,,28.75
7/24/2015,31.7,246,46.5,516,19.9,179.5,29.5,21.3,,29
7/27/2015,31.4,242,45.75,506,19.6,176,29.1,20.9,,29
7/28/2015,31.4,243,45.25,510,19.8,173.5,28.9,20.2,,28.75
7/29/2015,31.7,248,47,516,19.7,172,29.3,20.2,,29.25
7/31/2015,32.6,250,48,526,20.1,178,29.4,20.9,,29.25
8/3/2015,32.7,247,47.75,522,19.7,181.5,29.6,20.7,,28.75
8/4/2015,31.8,244,47.75,526,19.6,180,28.9,20.2,,28.25
8/5/2015,31.9,244,48.75,528,19.7,177.5,29.2,20.5,,27.25
8/6/2015,31.6,240,48.75,530,19.7,176,28.8,20.6,,26.25
