,PTT.BK,ADVANC.BK,CPALL.BK,SCC.BK,BDMS.BK,KBANK.BK,AOT.BK,CPF.BK,GULF.BK,MINT.BK
Timestamp,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close
2/10/2017,39.6,169,60.25,526,21.4,198,40.5,28.75,,35.25
2/14/2017,38.6,169.5,59.5,520,21.3,194.5,39.5,28.5,,35.25
2/15/2017,39.7,169,60,518,21,193,39,28.75,,35.25
2/16/2017,39.4,169.5,59.75,522,20.9,195,39.75,28.5,,34.75
2/17/2017,39.6,171.5,60,522,20.8,197.5,40,28.25,,34.75
2/20/2017,39.7,170,59.75,518,21,197,40.25,28.25,,34.75
2/21/2017,39.7,168,60,516,20.8,193,39.25,28.25,,33.75
2/22/2017,40.2,169.5,60.75,516,20.8,193,39.75,28.5,,34
2/23/2017,39.8,169,60,520,20.8,190.5,38.75,28.25,,33.5
2/24/2017,39.9,170.5,59.75,520,20.5,189.5,38.75,27,,34
2/27/2017,40,169,60,516,20.4,187.5,38.75,27.5,,34.25
2/28/2017,39.7,167,60,516,20.1,191.5,38.75,28,,34.25
3/1/2017,39.9,170,60.25,520,20.1,195,39,28.25,,34.5
3/2/2017,39.9,169.5,60,522,20.1,196,38.75,28,,34.5
3/3/2017,39.6,169.5,59.75,524,20,195,38.25,28,,34.75
3/6/2017,38.8,169.5,59.5,522,20.1,192,38.5,28.25,,34.75
3/7/2017,38.9,169.5,58.5,526,20.2,192,38.25,28,,34.5
3/8/2017,39.4,169.5,59,536,20.3,192,39,28.25,,34.5
3/9/2017,39,169,58.75,536,20.5,190,39,28.25,,34.25
3/10/2017,39,169.5,58.5,524,20.4,190,38.5,28.25,,34.25
3/13/2017,39.4,170.5,59.25,534,20.1,189,39,28,,34.25
3/14/2017,39.7,170,59,528,19.9,190,38.5,27.5,,34.25
3/15/2017,39.5,171,59,526,19.9,189.5,38.25,27.25,,34.25
3/16/2017,39.7,175,58.75,532,19.8,192.5,39.25,27.5,,34.75
3/17/2017,39.6,176,59,538,20.4,193,38.75,27.75,,34.75
3/20/2017,40.2,177,59.25,536,20.6,192,39,27.75,,35.25
3/21/2017,40.6,177,59.25,534,20.6,193,39.25,27.75,,35
3/22/2017,40.6,176.5,59,532,20.7,190.5,39.5,29.25,,35.5
3/23/2017,40.2,176.5,59.25,532,20.8,191,40,29.25,,36
3/24/2017,40.8,178.5,59.25,540,20.9,191,39.75,29.75,,36
3/27/2017,40.4,178,59,536,21,191,39.75,29.25,,36.25
3/28/2017,40.4,180.5,59,538,21.2,192,40.25,29.25,,36.5
3/29/2017,39.5,179,59,538,21.1,192.5,40,29,,36.5
3/30/2017,39.5,179.5,59.25,542,21.3,191,40,28.25,,36.75
3/31/2017,38.7,178,59,540,21.2,189,39.25,27.75,,36.75
4/3/2017,39.2,176,60.5,542,20.8,190.5,39.25,28.25,,36.75
4/4/2017,39.2,174,61.25,532,21.1,192.5,39.75,28.25,,37
4/5/2017,39,171,60.75,538,21.1,193.5,39.5,28,,37.5
4/7/2017,39.2,174.5,61.5,550,20.9,193.5,39.75,28,,37.5
4/10/2017,39.5,173.5,61.75,550,20.8,193.5,39.25,28,,37.25
4/11/2017,39.4,174,61,544,20.3,195.5,39.25,27.75,,37
4/12/2017,39.7,176,61.75,546,20.5,195,39.75,27.75,,37
4/17/2017,39.3,175,60.5,540,20.3,193.5,39.75,27.5,,36.5
4/18/2017,39.2,173.5,60.5,538,20.2,192.5,40,27.25,,37
4/19/2017,39.3,172,60.75,542,20.3,186,40.25,27,,37.5
4/20/2017,39.2,173.5,60.5,540,20,188.5,41.25,27,,37.25
4/21/2017,39,174,61.5,542,19.9,189,41.25,27.25,,36.75
4/24/2017,38.9,174.5,61.75,544,20.3,185.5,41,26.25,,36.75
4/25/2017,39,175.5,61.75,542,20.2,185,41.25,26.5,,37
4/26/2017,38.8,175.5,62,548,20.3,185,41.5,26.5,,37.5
4/27/2017,38.8,175,61,544,20.4,183.5,40.75,26.25,,37.5
4/28/2017,38.9,175,61,536,20.3,185,40.25,26.75,,37.25
5/2/2017,38.9,175.5,62,528,20.2,187,40.5,26.5,,37.5
5/3/2017,38.9,177,61,530,20.2,189,40.75,26.5,,37.25
5/4/2017,39,177.5,61.25,530,20.5,193,41,26.25,,37.25
5/5/2017,39,177,61.5,520,20.5,192,41.25,26.25,,37.25
5/8/2017,38.9,179,62,524,20.5,192.5,41.5,25.75,,37
5/9/2017,38.7,179.5,63.5,520,20.5,193,41.5,24.8,,37.25
5/11/2017,38.6,180.5,64.5,512,20.4,189.5,41.75,25,,37.25
5/12/2017,38.1,179.5,64.5,514,20.7,189.5,41.5,24.7,,36.25
5/15/2017,38.6,179.5,64.25,510,20.6,185,41.25,24.5,,36
5/16/2017,39.3,180.5,64.75,522,19.3,182.5,41.25,25,,36.25
5/17/2017,38.9,180,65,520,18.8,185,42,24.5,,35
5/18/2017,39.2,179.5,63.5,522,18.6,185,42,24.6,,34.75
5/19/2017,39.3,179.5,63.5,520,18.2,187,41.75,24.8,,36.5
5/22/2017,39.3,178.5,62.75,522,18.3,190.5,42,25,,36.75
5/23/2017,39.3,177.5,63.5,524,18.4,191.5,42,25,,37.5
5/24/2017,39.5,178,63.5,522,18.2,190.5,42,25,,37.5
5/25/2017,39.4,177.5,63.5,522,18.6,190,42.25,24.9,,37.25
5/26/2017,39.3,178,63,526,18.6,190,42.25,24.9,,37.5
5/29/2017,39.4,178,63,522,18.6,190.5,42.75,24.9,,37.75
5/30/2017,39.2,177,62.75,524,18.6,190.5,43,24.8,,37.75
5/31/2017,39.3,173,62.5,526,18.6,187.5,42.5,24.9,,37.5
6/1/2017,39,173.5,62.25,520,18.5,190,44,24.9,,37
6/2/2017,39.1,174.5,62.5,524,18.6,189,44.5,24.6,,36.75
6/5/2017,38.3,171,62,526,18.8,190.5,45,25,,36.5
6/6/2017,38.5,172.5,62.25,522,19.1,189.5,45,25.25,,37.5
6/7/2017,38.5,172.5,61.75,516,19.4,188,44,25.25,,37
6/8/2017,38.2,173,62,520,19.2,188,44.75,25,,37.25
6/9/2017,38.3,173.5,62,520,19.2,189,44.5,25.25,,37
6/12/2017,38.1,172.5,61.75,520,18.9,190,44,25,,37
6/13/2017,38.5,173,62,518,18.8,191.5,44.25,25,,37.75
6/14/2017,38.4,174.5,62,520,19.2,192,44.25,25,,37.75
6/15/2017,38,173.5,61.75,516,19.2,189.5,44.5,25,,39.25
6/16/2017,37.9,173.5,61.75,518,19,192,45.25,25.25,,39.5
6/19/2017,38,175.5,61.75,512,18.8,192,46.5,25.5,,39.75
6/20/2017,38.4,175.5,61.75,510,18.7,192,46,25.25,,39.25
6/21/2017,37.7,177.5,62.5,508,19,193.5,46,25.75,,39.5
6/22/2017,37.8,179,62.25,512,19,192.5,46.5,25.5,,40.75
6/23/2017,38,179.5,61.75,512,18.9,193,46.25,25.5,,40.75
6/26/2017,37.9,178.5,61.75,508,19.3,194,46,25.25,,40.75
6/27/2017,38,178.5,62,508,19.2,195.5,47,25,,42
6/28/2017,37.7,177,62.25,504,19.3,198,46.75,25,,41.5
6/29/2017,37.5,176,62.75,502,19.3,199,47.25,25,,40.25
6/30/2017,37,177.5,62.75,504,19.2,198.5,47.25,24.8,,40.25
7/3/2017,37.3,180,63.75,504,19.5,197,47.25,24.9,,41
7/4/2017,37.4,178,63.25,506,19.9,199,46.5,24.9,,40.5
7/5/2017,37.3,179,63,508,20.1,199,47.25,24.8,,40.25
7/6/2017,36.9,179.5,62.5,508,19.8,198,49.75,24.9,,39.75
7/7/2017,37.4,180,62,504,19.8,196,48.5,24.7,,40.25
7/11/2017,37.3,183.5,60.5,496,19.4,199,49,23.9,,41
7/12/2017,37.2,187.5,59.75,496,19.2,203,49.5,23.6,,40.75
7/13/2017,37.6,187,60.5,504,19,203,49,24.3,,41
7/14/2017,37.4,189.5,61,510,19,202,48.75,24.6,,41.25
7/17/2017,37.6,187.5,61,506,19,200,47.5,24.9,,40.75
7/18/2017,38,185.5,61,510,19.3,197.5,48.25,25.25,,41.25
7/19/2017,38,187.5,61,508,19.3,198.5,49,25,,41
7/20/2017,37.8,187,61,504,19.3,195.5,50.5,24.9,,41
7/21/2017,37.8,185,60.75,500,19.1,197,51.25,24.9,,41
7/24/2017,37.8,188.5,60.75,506,18.9,198.5,51.75,25,,41.5
7/25/2017,38.5,191,61,506,19,197.5,52,25,,41.25
7/26/2017,38.8,188.5,61,500,19.1,198.5,52,24.9,,41.25
7/27/2017,38.8,188,61,500,19.1,197.5,52,24.9,,41.5
7/31/2017,38.8,185.5,60.75,506,19.1,192.5,51.5,24.6,,42.25
8/1/2017,38.6,185.5,61,500,19,190,52,24.7,,41.25
8/2/2017,38.1,184.5,61.25,500,19.6,190,52.25,24.7,,41.25
8/3/2017,38,188,61.25,498,19.6,188.5,52.5,24.8,,41
8/4/2017,38.1,188,61.25,496,19.6,188.5,53.25,24.7,,40.75
8/7/2017,38.2,182.5,61.5,490,19.6,189,54,25,,41
8/8/2017,38.2,184,61.5,486,19.5,193.5,54.25,25.5,,40.5
8/9/2017,38.4,184,61.25,488,19.2,193.5,53,26,,39.5
8/10/2017,38.2,182.5,61,486,19.1,194,53.5,27,,40
8/11/2017,38.1,178.5,61.75,484,19.5,193.5,52.5,26.75,,39
8/15/2017,38.4,178.5,61.75,490,19.8,192.5,51.75,27,,39.25
8/16/2017,38.4,180,61.5,496,19.9,191,52.75,27,,39.75
8/17/2017,38.5,180,61.25,496,20,190,52.75,27.25,,39.25
8/18/2017,38.9,180,61,492,20.2,191,52.75,26.25,,38.5
8/21/2017,39.3,181,61.25,488,19.9,191,51.25,26.5,,38.75
8/22/2017,39.2,181.5,61.25,492,19.8,194.5,51.5,26.25,,38.75
8/23/2017,39.4,180,61.25,490,19.8,197.5,52,26,,39.25
8/24/2017,39.3,180,60.75,488,20.5,196.5,52.75,26.25,,38.75
8/25/2017,39.4,182.5,60.75,484,20.4,197.5,52.25,25.75,,38.75
8/28/2017,39.4,185,60.75,486,20.6,200,52.25,26,,39.25
8/29/2017,40,188,61.5,506,20.9,203,54.25,26.5,,39.75
8/30/2017,40.2,188,61.75,502,21,205,54.75,26.5,,39.75
8/31/2017,39.9,187.5,62,500,20.9,201,54.5,27.25,,39.75
9/1/2017,40,190.5,61.75,496,20.7,204,55,27,,39.75
9/4/2017,39.9,192,61.5,500,20.9,204,54.25,27.75,,39.5
9/5/2017,40,191,61.5,498,20.7,202,54.25,27.5,,39.25
9/6/2017,39.8,190,61.5,500,20.7,201,54.5,27.5,,39.25
9/7/2017,40.6,190,61.5,498,20.6,205,54.75,27.25,,39.25
9/8/2017,40.6,192,63,500,20.9,208,55.25,27.5,,39.5
9/11/2017,40.4,191,63,496,20.7,213,56.75,27,,39
9/12/2017,40.6,191,63.75,498,20.7,211,56.75,27,,39
9/13/2017,40.4,191,64,496,20.6,211,57,26.75,,38.5
9/14/2017,41,195,64,498,20.5,218,57.5,26.5,,38.75
9/15/2017,41.2,194.5,64.25,504,21,214,57.75,27,,39
9/18/2017,41.6,194,65,512,20.9,216,59.25,27.5,,39.25
9/19/2017,42,193,65,506,20.8,216,61,27.25,,39.75
9/20/2017,41.6,190.5,65.25,510,20.9,213,59.25,27.5,,40
9/21/2017,41.4,192.5,66,506,20.8,210,59.25,27.5,,40
9/22/2017,40.6,191.5,66,502,20.7,206,58,27.25,,39.25
9/25/2017,41.2,194,65.5,504,20.6,209,58.75,26.5,,39.25
9/26/2017,41.8,193,65.75,500,20.7,208,58.25,26.75,,39.5
9/27/2017,41.8,193,65.75,500,20.7,209,58,26.5,,40.75
9/28/2017,41.4,193.5,66,494,20.4,206,59,26,,40.5
9/29/2017,40.8,191,66.75,500,20.5,207,59,26.75,,40.75
10/2/2017,41.8,191,68,500,20.6,208,59.5,27,,41.5
10/3/2017,42.2,191,68,502,20.5,207,59,27,,41.5
10/4/2017,42.4,190,68,500,20.5,207,58.25,26.5,,41
10/5/2017,41.8,192,67.5,496,20.5,208,58.5,26.5,,41.5
10/6/2017,42,191.5,69,496,20.7,207,58.25,26.25,,41.5
10/9/2017,41.8,191,68.5,498,20.9,207,59.5,26.25,,40.5
10/10/2017,42.8,194,70,500,21,212,59.25,26.75,,40.75
10/11/2017,43,194,70,502,20.9,217,59.25,26.75,,41.5
10/12/2017,42.4,195,69.25,500,21.1,216,58.5,26.25,,41.5
10/16/2017,42.8,197,70.25,498,21.7,217,59.25,26.5,,41.5
10/17/2017,43,199.5,70,498,21.7,217,59.25,26.25,,41.5
10/18/2017,42.2,195,69.5,494,21.5,215,58.75,26.75,,41
10/19/2017,41.6,192.5,68.25,488,21,212,57.5,26,,40.25
10/20/2017,41,193,69.25,492,21.3,213,58.25,26.5,,40.75
10/24/2017,41,195,70,488,21.2,210,58.25,26.25,,41.25
10/25/2017,41,195.5,70,488,21.3,212,58.25,26.25,,41.5
10/27/2017,41.6,193.5,70,492,21.5,213,58.5,25.75,,42.75
10/30/2017,42,194,70.5,488,21.5,220,58.5,26,,43.25
10/31/2017,42,194.5,70,490,21.2,220,59.5,26,,43.25
11/1/2017,42,193,70,480,21.1,224,58.25,25.75,,43.25
11/2/2017,41.6,187.5,70,478,21.2,223,58.25,25.5,,43
11/3/2017,41.6,184.5,70.5,480,21.3,223,58.5,25,,43.75
11/6/2017,42.2,186.5,70.5,478,21.1,220,58,25.75,,45.25
11/7/2017,42.4,186.5,70.75,480,21,220,58.5,25.75,,44.75
11/8/2017,42,184.5,71,472,21.1,222,58.5,25.75,,44
11/9/2017,41.6,180.5,70.5,472,20.9,220,58,25.5,,43.5
11/10/2017,41.4,180.5,69,474,21,217,57.75,25.25,,42.5
11/13/2017,41.4,178,70.5,476,21.7,217,57,25.5,,42.75
11/14/2017,41.8,180.5,72,474,21.8,224,57.5,25,,43.75
11/15/2017,41.2,181,72.25,472,21.6,220,57,24.4,,43
11/16/2017,41,182,72.25,470,21.6,221,57.25,24.3,,43.25
11/17/2017,41.8,182.5,74,474,21.8,224,58.25,24.9,,44.25
11/20/2017,41.6,179.5,76.25,480,21.8,223,58,24.6,,44.25
11/21/2017,41.4,179,74.5,488,21.9,223,59,24.7,,45
11/22/2017,41.4,178.5,75,496,21.8,224,58.75,24.7,,44
11/23/2017,41.2,175,75.25,494,21.9,223,58.75,24.6,,43.75
11/24/2017,41.4,177.5,75.25,488,21.6,222,58,24.6,,43.25
11/27/2017,41.6,178,75.25,488,21.4,221,58.5,24.5,,43.5
11/28/2017,41.4,176,74,486,21.6,222,61.5,24.7,,44.5
11/29/2017,41.2,176,74,482,21.3,229,62,24.3,,43.75
11/30/2017,41.2,174.5,73,476,21.3,227,62.25,23.6,,43.5
12/1/2017,42,175,73.5,472,21.2,223,61.75,24,,43.5
12/4/2017,42,176,74,472,21.7,225,61.25,24.2,,42.25
12/6/2017,42.2,178,73.25,476,21.5,229,61.5,23.8,53.75,41.75
12/7/2017,42,178,74,478,21.3,230,63,23.9,51,42.5
12/8/2017,42.2,177.5,74.5,478,21.3,228,62.5,23.9,54.75,42.25
12/12/2017,42.8,179,75,478,21.6,226,62.25,24.3,52.75,41.75
12/13/2017,42.6,186,75.25,480,21.5,224,62.75,24.4,54,41.5
12/14/2017,43,187,76.5,482,21.3,228,63.5,24.3,53.25,42.25
12/15/2017,43.2,185.5,76.5,480,21.3,230,64,24.3,54,42.25
12/18/2017,43.6,187,76.25,482,21.1,230,63.75,24.2,55.25,42.75
12/19/2017,43.8,183.5,76.5,482,21.8,231,64.5,24.2,55.25,43.25
12/20/2017,44,184.5,76.5,492,21.6,234,64.75,24.6,55,44
12/21/2017,43.8,185.5,76.5,494,21.6,233,64.5,24.6,55.5,43.25
12/22/2017,44.6,186,76.25,488,21.4,233,64.75,24.8,55.75,43
12/25/2017,44.8,187,76.5,490,21.2,234,66.5,24.7,58.5,43.5
12/26/2017,44,186.5,76.5,488,21.2,235,68.5,24.5,59.5,43.5
12/27/2017,44,186.5,77.75,486,21.1,235,67.5,24.4,62.75,44.5
12/28/2017,43.8,189,77.5,480,21,233,66.75,24.1,62.25,43.75
12/29/2017,44,191,77,484,20.9,232,68,24,65,43.75
1/3/2018,45,196.5,78.5,490,21,237,70.5,24.8,68.75,43.75
1/4/2018,47.2,194,78.5,496,21.1,242,70.5,24.5,69.25,42.25
1/5/2018,46.8,195,77.75,490,20.9,241,72,24.4,68.75,41.25
1/8/2018,46.6,196,76.5,492,21,241,74.25,24.2,68.25,42
1/9/2018,46.6,194.5,76.25,496,21,235,73.25,24.3,68,42.5
1/10/2018,47,194,77.5,504,21.1,233,71.25,24.6,69.75,42.75
1/11/2018,47.2,192,78.5,498,21,233,69.75,24.6,70,43
1/12/2018,47,192,79,498,21.1,238,69.5,24.4,76.5,42.75
1/15/2018,48.4,194.5,78.25,504,20.8,234,71.25,24.4,76.5,44.25
1/16/2018,48.2,193.5,78.5,502,20.9,234,70.75,24.3,74,44
1/17/2018,48.4,192.5,80,502,20.8,232,70.5,24.6,76.5,44.5
1/18/2018,48,192,79.5,502,20.9,227,70.25,24.3,75,44.5
1/19/2018,47.8,193,80.25,500,21.2,227,70.25,24.3,76,43.75
1/22/2018,48.4,195,80.5,492,21.2,221,70.5,24.2,77.5,44
1/23/2018,48.8,196.5,80.5,496,21.1,227,69.75,24.1,77.5,44
1/24/2018,49.2,198,80.25,502,21.2,226,70.25,24.1,77.5,44
1/25/2018,48.6,193,80,494,21,226,70,23.6,73.5,43.25
1/26/2018,49,194,80.25,496,21.1,229,70.5,23.9,73.5,43.5
1/29/2018,49.8,194,79.75,494,21.4,232,70.5,23.9,73.5,43.75
1/30/2018,49,193.5,79.5,492,21.6,234,69.75,23.8,72.25,43.75
1/31/2018,49.2,192.5,79.75,492,21.6,230,70,23.6,73.5,44
2/1/2018,49.8,194,80,494,22.4,229,70,23.6,73.75,44.25
2/2/2018,50.2,194.5,79.75,492,22.2,230,70,23.4,72.25,44
2/5/2018,50,194.5,79.25,486,22,229,69.75,23.2,72,43.5
2/6/2018,48.4,192,78.5,480,21.8,228,69.25,23.1,71.75,42.5
2/7/2018,48.4,193,79.5,480,21.7,227,69,22.9,71.5,42.5
2/8/2018,48,192,79.25,480,21.7,223,68.75,22.8,72.75,43
2/9/2018,48,192.5,78.5,476,21.6,224,67.75,22.8,73,42.5
2/12/2018,48.8,193.5,78.5,476,22.3,225,67.5,23,76,42.5
2/13/2018,48.8,195.5,79,484,22.3,225,68.75,23.1,75.75,43
2/14/2018,48,195,79.5,478,22.1,224,69.25,23,74.5,43.75
2/15/2018,48.6,196,80.25,478,22.5,228,69.25,22.9,75,43.5
2/16/2018,48.6,195,81.25,480,22.7,228,68.75,22.8,76.75,42.75
2/19/2018,48.8,194,83.75,482,22.4,228,69.25,23.5,76,42.25
2/20/2018,49,193.5,82.75,482,22.3,227,68.5,22.9,75.25,40.75
2/21/2018,52.2,192.5,83.5,478,22.1,228,68,22.9,73.25,40
2/22/2018,54,192.5,84.25,478,21.9,225,67.75,22.7,71.5,39.5
2/23/2018,53.8,194.5,84,480,22.5,226,68.75,22.8,72.5,40.75
2/26/2018,56.6,196,84.5,482,22.6,230,71.25,22.7,74.25,41
2/27/2018,57.4,196,83.25,494,22.2,233,70.75,22.9,74,40.75
2/28/2018,56.8,198,84,490,22.1,232,70.75,22.9,73.25,40.5
3/2/2018,55.6,197,84.75,488,22.6,230,69.5,22.7,72.25,39.75
3/5/2018,56.2,196.5,87,486,22.5,228,69,22.7,73.5,39.5
3/6/2018,55.2,200,86.5,490,22.2,228,68.75,23.8,73.5,39
3/7/2018,54,197.5,85.5,486,22.4,227,68.25,24.1,73.5,39
3/8/2018,53.2,201,85.75,488,23.1,228,68,24,72,39
3/9/2018,53.4,204,87,492,23.1,230,67.5,24.1,67.5,39
3/12/2018,55.8,208,87.75,504,22.9,232,68.5,24.2,71.25,38.75
3/13/2018,56.6,207,87.75,504,23,228,68.5,24.2,73,37.5
3/14/2018,56,207,87,504,22.4,225,68,25.5,72,39.25
3/15/2018,55.8,207,87,508,22.7,224,67.75,25,71.25,39
3/16/2018,54.8,212,87.5,504,22.6,223,68,26.25,70.25,38
3/19/2018,53.6,210,87.5,498,22.7,223,67.75,26,68.5,38
3/20/2018,54.2,210,87,504,22.7,225,67.75,26,68.75,38.75
3/21/2018,54.2,210,87.75,502,22.7,222,68.5,25.25,69.25,38
3/22/2018,54.4,209,88,506,22.3,220,68,25.25,70,37.75
3/23/2018,55,209,88.5,500,22.8,221,68,25,71,37.25
3/26/2018,56,212,88.5,498,22.8,222,67.75,25,71.5,37.25
3/27/2018,56,206,90,504,22.9,222,67.75,25.25,71.5,38.5
3/28/2018,56,208,87.75,502,23,213,67.75,25.5,70,37.75
3/29/2018,54.8,206,87.25,494,23.5,212,66,25.25,69.5,38
3/30/2018,55.2,208,88,500,23.5,212,67.5,25.25,67.75,38.25
4/2/2018,55.2,209,87.5,502,23.8,214,67.5,25.5,67.75,38.5
4/3/2018,54.6,207,88,498,23.5,212,69.5,24.9,66,38.25
4/4/2018,53.2,202,86.5,484,23.5,195.5,68.5,24.5,64,37.5
4/5/2018,54.2,197,87.75,482,23.1,192,69.75,24.8,63,39
4/9/2018,55,201,87.75,492,23.9,193,70.5,24.8,63.5,40
4/10/2018,55.2,199.5,86.75,496,23.7,197,72,24.5,67,39.75
4/11/2018,54.6,200,87.25,492,23.6,201,71.25,23.6,66.5,40
4/12/2018,55,201,87,488,23.3,200,71,23.9,67.5,39.5
4/17/2018,54.6,204,83.25,482,23.1,199.5,70,23.4,65.25,39.5
4/18/2018,55,203,85.5,486,23.4,202,70.25,23.6,65.25,39.75
4/19/2018,58,203,87,484,23.7,197.5,70.25,23.8,67,39.5
4/20/2018,58.8,207,87,486,23.3,197.5,70,23.8,67,39.5
4/23/2018,57.2,204,87,486,23.4,196.5,71,23.6,66.5,40
4/24/2018,58,208,86.5,478,23.8,194.5,70.5,23.6,65.25,40.25
4/25/2018,57.5,207,87,474,23.7,190,70.75,24.3,65,40
4/26/2018,56.5,206,87,468,23.5,193.5,71,24.3,67.5,40
4/27/2018,56.5,209,87,470,23,195,71.75,24.6,67.25,40
4/30/2018,56.5,208,87,468,22.5,195.5,71.25,24.4,67.5,40.25
5/2/2018,57,209,88,468,22.8,195.5,71.5,24.6,68.75,40
5/3/2018,57.5,207,88,472,22.9,191,71.5,24.4,71.5,40
5/4/2018,56.75,206,87.5,462,22.8,189,71,23.9,72.5,40
5/7/2018,56.75,209,88.25,466,22.3,192.5,71,23.6,72.25,39.75
5/8/2018,55.5,204,87.75,470,22.2,194.5,69.75,23.7,70.75,38.75
5/9/2018,56.25,195,87,468,22.4,190.5,70.25,23.8,70.75,38.75
5/10/2018,56,194,86,468,23,192,70.25,23.5,69.75,39.25
5/11/2018,56.75,197,85.5,470,23.5,195,71.25,23.5,72,39.25
5/14/2018,57,198.5,86.5,470,23.6,195,71.5,23.5,73,37.75
5/15/2018,56.5,196,85.25,470,24.8,194,71,25,70,37.5
5/16/2018,56.5,191.5,83.5,464,24.5,192.5,70,25,70,38
5/17/2018,57.25,188.5,81.75,464,25.5,189,70.5,24.9,70.75,37.5
5/18/2018,57,192,81.5,462,26.25,188.5,69.75,25.25,70.5,37.5
5/21/2018,57,193,82,468,26.25,193,69.5,25.25,72.25,38
5/22/2018,55.25,194.5,81.5,470,26.25,195,69,24.9,71.25,37.75
5/23/2018,53.5,195,80.75,462,26.25,194.5,68.75,24.8,70.75,36
5/24/2018,50.75,193.5,80.25,462,26.75,191.5,69,24.5,70.25,34.75
5/25/2018,52,194.5,80.5,466,27,192,69,24.8,70.25,35
5/28/2018,50.25,193.5,81,464,27.25,195.5,68.25,24.6,71,35
5/30/2018,51.5,191.5,80.5,452,26,193.5,67.5,25,70,34
5/31/2018,52.25,190.5,80.75,446,26.75,191.5,68.5,25,68,32.5
6/1/2018,51.5,190.5,80,452,26.75,195,68.5,25.5,67.25,31.75
6/4/2018,51.75,194.5,78.5,452,26.75,196.5,69.75,25.5,68,33.25
6/5/2018,52,193.5,79.75,458,26.25,204,69.75,25,70,33.75
6/6/2018,52.5,195.5,80,450,25.25,203,69.75,25.25,69.75,35.75
6/7/2018,52.25,192.5,79.75,450,25,199.5,69,25,69.75,35.75
6/8/2018,51,193,79.25,446,25,194.5,68.5,25.75,69.75,35.25
6/11/2018,50.75,191,79.5,450,25.25,197.5,68.25,26,69.25,35.25
6/12/2018,51.5,191,80.5,446,25.5,199.5,68.25,26,69.75,35.25
6/13/2018,51,189.5,79.5,444,25.5,200,67.5,25.75,69.25,35
6/14/2018,51,189,79,434,25,200,67.25,25.25,69.75,34.25
6/15/2018,50,190.5,79.5,434,24.9,199.5,67.25,25,68.75,34.25
6/18/2018,49,193,78.5,422,24.6,199.5,66.75,24.7,67.75,34
6/19/2018,47.75,189,76.5,410,24,195,65,24.1,66.25,33.25
6/20/2018,48.75,191.5,76.75,420,25.5,198.5,65.25,24.7,67.5,34
6/21/2018,47.5,186,76.75,408,25.5,194,64.25,24.6,66,32.5
6/22/2018,48,187.5,77.25,404,25,193,65,24.6,64.5,32.75
6/25/2018,48,187.5,75.25,406,25.25,190,64,24.8,62.25,32.75
6/26/2018,48,186,76,410,24.8,193,64,24.6,62.75,33.25
6/27/2018,48,187,74.5,410,24.6,191,63,24.8,63.75,32.75
6/28/2018,47.5,185.5,74.75,410,24.9,189.5,63,24.6,63.25,32.25
6/29/2018,48,185,73.5,414,25,194,63,24.2,62,32.5
7/2/2018,47.75,191.5,75,424,24.7,193,64.75,24.4,63.75,32.5
7/3/2018,47.5,191.5,75.5,418,26,194.5,66.25,24.7,65.5,34.25
7/4/2018,47.75,193.5,76.5,412,26,197.5,67,24.6,64.5,33.5
7/5/2018,46.25,193,76.5,410,25.25,194.5,66.5,24.3,63,32.5
7/6/2018,46.25,196.5,77.25,410,25.75,197,66.5,24.8,63.5,34
7/9/2018,47,197.5,79,416,25.75,193.5,66.5,25.25,63.75,33.5
7/10/2018,48.75,197,79,426,26,195.5,65.5,25.5,65,33.5
7/11/2018,48.5,197,78.75,424,25.25,195,64.75,25.5,64.5,33.75
7/12/2018,48,197,76.5,428,25.75,195,64.75,25.5,64.75,34.25
7/13/2018,47.5,197,76,428,26,194.5,65,26.25,64.75,34.75
7/16/2018,47.5,197.5,75.5,422,26,193.5,63.25,26.25,63.25,33.75
7/17/2018,47.75,196.5,75.5,422,26.25,197.5,61.5,26,62.25,33.75
7/18/2018,49.5,197,75.75,426,26.25,199.5,61,25.75,62,33.5
7/19/2018,49.5,196.5,75.5,428,26,198.5,63,25.75,63.75,34
7/20/2018,51.5,198,74.75,426,26,210,64.25,26.75,65.5,34.5
7/23/2018,51,197.5,75.5,430,26.5,213,64,26.5,65,34.75
7/24/2018,50.25,197.5,75.25,436,26.75,208,65.75,26.5,64,35
7/25/2018,51,197.5,76.5,446,27.25,210,65.75,26.75,62.5,36.25
7/26/2018,51.75,199.5,76,452,27,215,66,27,63.5,36.5
7/31/2018,51.25,202,75,448,26.5,217,66.25,27.25,63.25,38
8/1/2018,52.5,204,75.75,456,27.25,217,67,27.5,64.75,38.5
8/2/2018,52,202,74.75,454,27,212,66,26.75,64.25,38
8/3/2018,51.75,198.5,73.75,452,27,216,66.25,26.75,64.25,37.75
8/6/2018,51.5,199.5,72.75,452,26,217,65.25,25.5,66.25,38
8/7/2018,52.25,199.5,73.25,454,26,214,65.5,26.5,67,38.75
8/8/2018,53,204,73.75,454,27,216,66.25,26,68.5,38.75
8/9/2018,52.5,204,74,454,27,217,65.5,26.25,67.5,38.5
8/10/2018,51.75,202,71.25,452,26.75,217,65.5,24.9,67,38
8/14/2018,51.75,200,69.25,446,26.25,215,65.5,25.75,66,38.25
